UUID,IP,NAME,TAGS(Category:Value)
78ee23a0-d39e-48de-9136-18e9690facc1,10.0.2.34,ip-10-0-2-34.ap-south-1.compute.internal,OS:Windows
5989992c-8910-4d5d-9eac-e097fabb5b87,10.0.2.246,ip-10-0-2-246.ap-northeast-1.compute.internal,OS:Linux
9bcc083b-c6bf-476a-877a-7b0be3b5ef64,10.0.2.5,ip-10-0-2-5.ap-northeast-1.compute.internal,OS:Linux
a1bf5899-7060-4bd5-9154-b574d29c26a4,192.168.48.37,ubuntu2104-desktop.dc.demo.io,OS:Linux
b0de8d2a-98ce-4bdd-ad33-157cbdfa607c,10.0.0.45,ip-10-0-0-45.us-west-1.compute.internal,OS:Linux
82f29991-c0ff-4c32-9400-84f34f767dd7,3.65.207.229;10.0.0.241,ec2-3-65-207-229.eu-central-1.compute.amazonaws.com;ip-10-0-0-241.eu-central-1.compute.internal,OS:Linux
67be5ff5-df20-4b4a-8bbc-b607e85fdef5,10.0.2.244;35.180.47.60,ec2-35-180-47-60.eu-west-3.compute.amazonaws.com;ip-10-0-2-244.eu-west-3.compute.internal,OS:Linux
549561ce-66d2-44b1-8541-5d244c42dac8,10.0.0.8;54.217.140.173,ec2-54-217-140-173.eu-west-1.compute.amazonaws.com;ip-10-0-0-8.eu-west-1.compute.internal,OS:Linux
4c639238-7292-4dc6-a46c-c10d4bf90886,10.0.2.5;3.91.0.72,ec2-3-91-0-72.compute-1.amazonaws.com;ip-10-0-2-5.ec2.internal,OS:Linux
d624bc2a-904d-4331-a3dd-ff7c698b6705,10.0.2.245,ip-10-0-2-245.ca-central-1.compute.internal,OS:Linux
fe603107-d74a-428e-abcd-520f800f11e0,10.0.2.5;13.36.36.243,ec2-13-36-36-243.eu-west-3.compute.amazonaws.com;ip-10-0-2-5.eu-west-3.compute.internal,OS:Linux
35afc514-7048-42d2-8838-7b62e7ba5e8e,10.0.2.244,ip-10-0-2-244.eu-central-1.compute.internal,OS:Linux
60289fb2-14f7-4e67-90af-709bbba87697,10.0.2.5;18.202.77.63,ec2-18-202-77-63.eu-west-1.compute.amazonaws.com;ip-10-0-2-5.eu-west-1.compute.internal,OS:Linux
bbd33373-3818-435b-b254-722c06fa4586,192.168.0.72,linksysea6400.dc.demo.io,OS:Linux
8b4123f4-cf55-4e5f-9a6e-cfb1abc21a75,10.0.0.7;18.142.115.184,ec2-18-142-115-184.ap-southeast-1.compute.amazonaws.com;ip-10-0-0-7.ap-southeast-1.compute.internal,OS:Linux
aa349626-0f08-414a-ad27-a78fc309e7fe,172.31.32.208;15.229.18.33,ec2-15-229-18-33.sa-east-1.compute.amazonaws.com;ip-172-31-32-208.sa-east-1.compute.internal,OS:Linux
0c8ae13d-5476-4442-addd-b1680bc69f7a,10.0.0.7;3.15.146.125,ec2-3-15-146-125.us-east-2.compute.amazonaws.com;ip-10-0-0-7.us-east-2.compute.internal,OS:Linux
a4ebcbb1-ef22-46ec-9ad5-6d700bb5d242,3.249.43.106;10.0.0.200,ec2-3-249-43-106.eu-west-1.compute.amazonaws.com;ip-10-0-0-200.eu-west-1.compute.internal,OS:Linux
